Unnamed: 0,user_id,result,visual_authenticity_result,image_integrity_result,face_detection_result,image_quality_result,created_at,supported_document_result,conclusive_document_quality_result,colour_picture_result,data_validation_result,data_consistency_result,data_comparison_result,attempt_id,police_record_result,compromised_document_result,properties,sub_result
27286,d75198ea6e124cbe9a9e54046efb42e3,clear,clear,clear,clear,clear,25/5/2017 14:03,clear,,,clear,clear,clear,06b24d3d44a9496bbc9befa86b2fdf52,clear,,"{'gender': 'Male', 'nationality': 'PRT', 'document_type': 'national_identity_card', 'date_of_expiry': '2021-01-21', 'issuing_country': 'PRT'}",clear
,,,,,,,,,,,,,,,,,,
28057,caef4fff081246c2bf1223a4827f182a,clear,clear,clear,clear,clear,29/5/2017 18:57,clear,,,clear,,clear,a6f83599c29f48baabb8e1a3abc832ee,,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2018-10-27', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
27976,46d98b3a374f4104bfaae9aaf7eadc02,clear,clear,clear,clear,clear,29/5/2017 14:06,clear,,,clear,clear,clear,e9cce6092225464d9be16ae1f39b9c65,clear,,"{'gender': 'Female', 'nationality': 'ESP', 'document_type': 'passport', 'date_of_expiry': '2019-07-17', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
28127,48dc990287ab40ed940bbcd12a3b8e73,clear,clear,clear,clear,clear,30/5/2017 6:52,clear,,,clear,clear,clear,a6da37c34669483dbac0208fb26c2395,clear,,"{'gender': 'Female', 'nationality': 'IRL', 'document_type': 'passport', 'date_of_expiry': '2020-01-04', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
27185,928a3f05130241db85283fea7ee5d007,clear,clear,clear,clear,clear,24/5/2017 20:03,clear,,,clear,,clear,7f105f2576094502b5a6816d57075298,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2019-02-11', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27179,f5ee36855433403ebf9752df3556fe43,clear,clear,clear,clear,clear,24/5/2017 19:31,clear,,,clear,clear,clear,1db3ca5f25f647be80f48065671a05a7,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2027-02-07', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27937,5b299d82faab4ad9ac639fc16f595d1a,clear,clear,clear,clear,clear,29/5/2017 11:28,clear,,,clear,,clear,c279511dc8364513b791a58a48679789,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2025-07-20', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27189,3548f1dc41814c03904dbfac640490e9,clear,clear,clear,clear,clear,24/5/2017 20:52,clear,,,clear,clear,clear,d443149dee0742a08877a33fd7344b61,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2024-08-19', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
47214,15a9892d696e4f19892edf7f4f206b56,clear,clear,clear,clear,clear,26/5/2017 18:42,clear,,,,,clear,25892dc98b8e4e158887e1423d2b0438,,,"{'gender': 'Male', 'document_type': 'national_identity_card', 'date_of_expiry': '2022-12-03', 'issuing_country': 'CYP'}",clear
,,,,,,,,,,,,,,,,,,
28146,0f3de47922664772b55841f4fc297512,clear,clear,clear,clear,clear,30/5/2017 7:57,clear,,,clear,clear,clear,82a23f61a09947668a5a4252d1a7e22b,clear,,"{'gender': 'Male', 'nationality': 'NLD', 'document_type': 'passport', 'date_of_expiry': '2025-10-28', 'issuing_country': 'NLD'}",clear
,,,,,,,,,,,,,,,,,,
1198,c69b8c275ae141c79a707a597d94856f,clear,clear,clear,clear,clear,31/5/2017 8:48,clear,,,,,clear,48c39f5f5550450985ad9045da3ae048,,,"{'document_type': 'driving_licence', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
27490,2b47f1df65474dc2a9669b41ff0d94f2,clear,clear,clear,clear,clear,26/5/2017 17:18,clear,,,clear,,clear,31e207f536c242c9885b9e7c2022ccae,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2020-08-07', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
18186,c3a00bcc3d2c41d38a0efa4a862d8c92,clear,clear,clear,clear,clear,30/5/2017 16:34,clear,,,clear,,clear,06c0796b7c3249bca72718e4f9c3790b,,,"{'document_type': 'driving_licence', 'date_of_expiry': '2017-08-28', 'issuing_country': 'LTU'}",clear
,,,,,,,,,,,,,,,,,,
28571,e873cfcaccca4da2809d5e23e9e340f9,clear,clear,clear,clear,clear,31/5/2017 21:28,clear,,,clear,clear,clear,427c7f684f274800b7126e19e35ebd0d,clear,,"{'gender': 'Male', 'nationality': 'POL', 'document_type': 'national_identity_card', 'date_of_expiry': '2023-08-01', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
27097,ce5a8abf5c7e401bb71234e4e0f95a5e,clear,clear,clear,clear,clear,24/5/2017 11:38,clear,,,clear,,clear,2598fd00f8904d1fb8041d4bdbfceea5,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'issuing_state': 'MD', 'date_of_expiry': '2026-10-11', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
26116,14d795244ca848608be68814a88217de,clear,clear,clear,clear,clear,31/5/2017 19:30,clear,,,,,clear,19471e206d7243468359b49c6c08e804,clear,,"{'gender': 'Male', 'document_type': 'national_identity_card', 'date_of_expiry': '2017-03-12', 'issuing_country': 'PRT'}",clear
,,,,,,,,,,,,,,,,,,
26963,410fbfa0269048548a330d2d4abbe698,clear,clear,clear,clear,clear,23/5/2017 17:25,clear,,,clear,,clear,e97a0c3c53ab4b8fa4f05a42b751c025,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2024-03-03', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27326,6af6b8e6a02640ffaae30ffa227de6be,clear,clear,clear,clear,clear,25/5/2017 18:50,clear,,,clear,,clear,86645eae54904f0b9f1640a7168a8484,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2021-06-07', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27994,861c4972c08c47dc908417da5304503f,clear,clear,clear,clear,clear,29/5/2017 15:24,clear,,,,,clear,c0752a5ed522445eb0ad0f36f2dbb0bf,,,"{'document_type': 'national_identity_card', 'issuing_country': 'GRC'}",clear
,,,,,,,,,,,,,,,,,,
27227,c135107645ab4686bd8b6349b78f229a,clear,clear,clear,clear,clear,25/5/2017 7:39,clear,,,clear,clear,clear,797854c513a843e8b01636b7644506ab,clear,,"{'gender': 'Female', 'issuing_date': '2013-12', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
27054,a2f243224f5d4535845761346bb6de84,consider,clear,clear,clear,clear,24/5/2017 7:47,clear,,,clear,clear,consider,77342baf298945e79ef2e3f903e90e76,clear,,"{'gender': 'Female', 'issuing_date': '2008-02', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",caution
,,,,,,,,,,,,,,,,,,
27771,d5570fe0e9774a81930c3536d204be4f,clear,clear,clear,clear,clear,28/5/2017 11:58,clear,,,clear,,clear,a779d5b8db6f43bf99b53dfdce59b367,,,"{'document_type': 'driving_licence', 'date_of_expiry': '2022-12-24', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
28476,30389a94ab714b3c9a08838200fbc832,clear,clear,clear,clear,clear,31/5/2017 14:32,clear,,,clear,,clear,494cc44d8e95401a96b4d0aa850efa64,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2018-04-04', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27774,2c19cd29930049c9bf9fc13db9a05920,clear,clear,clear,clear,clear,28/5/2017 12:14,clear,,,clear,clear,clear,7c5e11c7f5aa4b8d9eac6f66209b684f,clear,,"{'gender': 'Female', 'nationality': 'NZL', 'document_type': 'passport', 'date_of_expiry': '2019-04-10', 'issuing_country': 'NZL'}",clear
,,,,,,,,,,,,,,,,,,
27626,52f34269d5bc440faa4457fe121fd364,clear,clear,clear,clear,clear,27/5/2017 11:18,clear,,,clear,clear,clear,9cb8177efe7e4948aaeb80fd3acabcc5,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2026-06-04', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
28330,355cbccac9be4f499fc46f5df2976aa6,clear,clear,clear,clear,clear,30/5/2017 21:32,clear,,,clear,,clear,16eb1d18e1fc49ebbe164c7d08937599,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2020-04-09', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27141,bcbb93e2b79b48b1abdefe163b60fa0c,clear,clear,clear,clear,clear,24/5/2017 19:47,clear,,,clear,,clear,18dbf8716003454aa3288850173c89d1,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2019-07-27', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
28311,861c321a52f14f7680339d523dd097c2,clear,clear,clear,clear,clear,30/5/2017 20:49,clear,,,clear,clear,clear,3b16dbdf39de4504a0303e453df5c4a2,clear,,"{'gender': 'Male', 'issuing_date': '2010-03', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
27201,08b9f786c25a44ae914d989777556b83,clear,clear,clear,clear,clear,24/5/2017 21:53,clear,,,clear,clear,clear,8c3c27cacb204d66859444c6821f26ca,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2021-07-22', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27914,60ccc594fe94496ca6e43614146f8b8d,clear,clear,clear,clear,clear,29/5/2017 9:58,clear,,,clear,clear,clear,557cb8b2db384118ab5deb0224771a9f,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2027-04-27', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
28244,42790b757304490281f71b5fd22a0f68,clear,clear,clear,clear,clear,30/5/2017 16:54,clear,,,clear,clear,clear,21550159dfaa4d7fa5664fc36fac0c27,clear,,"{'gender': 'Male', 'nationality': 'IRL', 'document_type': 'passport', 'date_of_expiry': '2024-12-11', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
28359,28e9b4bc164c49e495c6df155811d20f,clear,clear,clear,clear,clear,31/5/2017 7:08,clear,,,clear,clear,clear,3f74ee56904946ae8baaedc336c90290,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2024-07-24', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
27485,9eaa882eaecb46179a4878e23491f962,clear,clear,clear,clear,clear,26/5/2017 16:49,clear,,,clear,clear,clear,9acb0257901c43e49b73ac0981922c4a,clear,,"{'gender': 'Male', 'issuing_date': '2007-10', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
27920,1bcda901331e45e3a7938a11d602a7a0,clear,clear,clear,clear,clear,29/5/2017 10:07,clear,,,clear,clear,clear,beb3bd9c04a642ddb65d7c5dd8f99059,clear,,"{'gender': 'Male', 'nationality': 'PRT', 'document_type': 'national_identity_card', 'date_of_expiry': '2019-11-27', 'issuing_country': 'PRT'}",clear
,,,,,,,,,,,,,,,,,,
27009,67a6aa6c22a9408d8d2c504c6d4b6a0b,clear,clear,clear,clear,clear,23/5/2017 20:49,clear,,,clear,clear,clear,dcdee1ad30b34be4a2e40e25ce9574d9,clear,,"{'gender': 'Female', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2024-01-22', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
28383,91427f7675ed4ce19559bb55793c96e2,clear,clear,clear,clear,clear,31/5/2017 8:58,clear,,,clear,,clear,888a627cddc143bfb010a48397980051,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2025-01-12', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
28429,60b89834852147edbb32db4e1e520e01,clear,clear,clear,clear,clear,31/5/2017 11:24,clear,,,clear,,clear,d1d69d5364f645b89f77e919ed041e41,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2024-01-22', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
180975,7b68c27770b64eaf888ed66c3b15783e,clear,clear,clear,clear,clear,24/6/2017 19:33,clear,,,clear,clear,,39cba30244e34aefbb9538d3d2b22ffe,clear,,"{'gender': 'Female', 'nationality': 'ROU', 'document_type': 'national_identity_card', 'date_of_expiry': '2018-03-02', 'issuing_country': 'ROU'}",clear
,,,,,,,,,,,,,,,,,,
181219,4603fc4027594c87a21ee7461237ffc3,clear,clear,clear,clear,clear,23/6/2017 18:48,clear,,,clear,clear,,9cbd2462d64e467ba5051ff5d14e079c,clear,,"{'gender': 'Male', 'nationality': 'ESP', 'document_type': 'national_identity_card', 'date_of_expiry': '2019-10-22', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
29903,37bf414133774553bb3d5fbe1e40af6b,clear,clear,clear,clear,clear,8/6/2017 19:05,clear,,,clear,,,b2ec451b27554749aa67dfb0f2abc014,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2024-11-13', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
424,6cf6eb05a3cc4aabb69c19956a055eb9,clear,clear,clear,clear,clear,16/6/2017 20:00,clear,,,clear,,,dc3b7e87df1243d29c9c727a3bc590eb,,,"{'document_type': 'driving_licence', 'date_of_expiry': '2022-01-24', 'issuing_country': 'LTU'}",clear
,,,,,,,,,,,,,,,,,,
180263,a1fce152e14c4135b60c0e03f8fda89a,clear,clear,clear,clear,clear,26/6/2017 18:09,clear,,,clear,clear,,90229b0a255b4ed3a6e028a479242596,clear,,"{'gender': 'Male', 'nationality': 'ESP', 'document_type': 'national_identity_card', 'date_of_expiry': '2024-07-01', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
31373,85ac1c51927f4630a20069a8d6aedf72,clear,clear,clear,clear,clear,24/6/2017 9:55,clear,,,clear,clear,,af2b9df2ad674080baef2781fcd88ede,clear,,"{'gender': 'Female', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2027-05-10', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
180775,c7bf4f68440044fa996b9f7959c4ca9f,clear,clear,clear,clear,clear,25/6/2017 15:04,clear,,,clear,clear,,6cfacc80a03c41adbd88d603ab6025d3,clear,,"{'gender': 'Female', 'nationality': 'BGR', 'document_type': 'national_identity_card', 'date_of_expiry': '2018-12-23', 'issuing_country': 'BGR'}",clear
,,,,,,,,,,,,,,,,,,
700,a667d29cc4a14ee2970a976aa7f93148,clear,clear,clear,clear,clear,14/6/2017 17:52,clear,,,clear,clear,,c199e6e3392646c7bae8d6b56e6eee5c,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2024-06-26', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
30594,7886f503c6b142cfa3942a0d2a8a0977,clear,clear,clear,clear,clear,16/6/2017 10:39,clear,,,clear,clear,,271038c7ae6e458d97f72a987b239d72,clear,,"{'gender': 'Male', 'nationality': 'BGR', 'document_type': 'national_identity_card', 'date_of_expiry': '2020-12-09', 'issuing_country': 'BGR'}",clear
,,,,,,,,,,,,,,,,,,
30593,bd68cbac158d41f7954ce755771e9be7,clear,clear,clear,clear,clear,20/6/2017 8:42,clear,,,clear,,,b512e013457c4783820682a542fe70db,,,"{'document_type': 'driving_licence', 'date_of_expiry': '2027-02-23', 'issuing_country': 'LTU'}",clear
,,,,,,,,,,,,,,,,,,
179900,5cca97ab30c7433f8e5aa5e582eb3cfc,clear,clear,clear,clear,clear,28/6/2017 17:17,clear,,,clear,clear,,ad83b67f7a134964b3478a508fd32c24,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2025-06-23', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
48017,829fad8f53dc429ea7a5303b7365cbb4,clear,clear,clear,clear,clear,9/6/2017 18:05,clear,,,clear,,,ad4ebd8c80c1480aab2bc6b3c02489bb,,,"{'document_type': 'driving_licence', 'date_of_expiry': '2019-03-23', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
28943,f7c94e3c4f5c419ba33156bf6a111ea5,clear,clear,clear,clear,clear,2/6/2017 21:19,clear,,,clear,clear,clear,d84d18f3cd434f90bc474c1cba85992e,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2027-03-01', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
29722,2851d261964e455aa60e439839373232,clear,clear,clear,clear,clear,7/6/2017 20:10,clear,,,clear,,,65fdfc1129ca40bba15e4a7dec7c0913,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2022-07-24', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
30698,7a0a7ca9e4944cc3b1a617dc04417e5d,clear,clear,clear,clear,clear,17/6/2017 9:19,clear,,,clear,clear,,f94cff51a5324e32a80f7a96d5770783,clear,,"{'gender': 'Male', 'issuing_date': '2011-05', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
30007,61f13a35498c4ce4b3291b62857e0bfb,clear,clear,clear,clear,clear,9/6/2017 11:40,clear,,,clear,clear,,93bbf11cb3924673a0e7523dd85694e2,clear,,"{'gender': 'Male', 'nationality': 'AUS', 'document_type': 'passport', 'date_of_expiry': '2025-01-13', 'issuing_country': 'AUS'}",clear
,,,,,,,,,,,,,,,,,,
179605,992fb08160c94b8e8fa3cfe0ec6a0700,clear,clear,clear,clear,clear,29/6/2017 17:51,clear,,,clear,clear,,df908fd9e5174e3cabc821b1c76dd73a,clear,,"{'gender': 'Male', 'nationality': 'LTU', 'document_type': 'national_identity_card', 'date_of_expiry': '2020-07-22', 'issuing_country': 'LTU'}",clear
,,,,,,,,,,,,,,,,,,
30600,534fbeee687144528787b7cd7ee36b85,clear,clear,clear,clear,clear,14/6/2017 8:41,clear,,,clear,,,97e6fab9190645609ec41489d5ae8e88,,,"{'document_type': 'driving_licence', 'date_of_expiry': '2024-06-18', 'issuing_country': 'CZE'}",clear
,,,,,,,,,,,,,,,,,,
29373,1db4a81b4f5a456aaa571c260b00dbcc,clear,clear,clear,clear,clear,6/6/2017 6:11,clear,,,clear,clear,,3e40f554229f476f9098eaf7a6d8ed40,clear,,"{'gender': 'Male', 'nationality': 'RUS', 'document_type': 'passport', 'date_of_expiry': '2023-01-17', 'issuing_country': 'RUS'}",clear
,,,,,,,,,,,,,,,,,,
29554,b670fba57d6244dca4108cec4bf8a144,clear,clear,clear,clear,clear,7/6/2017 0:13,clear,,,clear,clear,,141b0758289442aab31bb7de14ee3258,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2018-07-01', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
32244,61205bf8f9844f9f97fbbcef0c4fea05,clear,clear,clear,clear,clear,30/6/2017 9:43,clear,,,clear,clear,,360d25abd90842bca323b824f096e843,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2020-08-23', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
